,timestamp,open,close,high,low,tx amt,tx vol
1,01/08/2023,1270,1269.53,1271.45,1268.39,874.7188046,1110770.94605777
0,01/08/2023,1269.53,1290.27,1295.1,1269.53,4654.20265362,5977140.9364645628
23,01/09/2023,1290.13,1294.95,1295.85,1285.26,2551.5555652,3291054.360322957
22,01/09/2023,1294.82,1293.89,1300.61,1288.92,2829.1658845,3663407.676718327
21,01/09/2023,1293.86,1306.31,1312.4,1290.71,3454.6767547,4503536.93002473
20,01/09/2023,1306.31,1309.98,1313,1304.16,1470.9477428,1923887.767956743
19,01/09/2023,1309.98,1310.56,1314.4,1308.45,1258.1771654,1650212.704289334
18,01/09/2023,1310.57,1307.89,1313.29,1307.87,818.21760054,1072715.9072923264
17,01/09/2023,1307.9,1308.68,1311.2,1307.5,699.971243,916382.802774243
16,01/09/2023,1308.68,1311.8,1312.98,1307.53,826.732797,1083611.380230699
15,01/09/2023,1311.73,1310.18,1317.68,1308.14,2320.1509066,3044051.505899208
14,01/09/2023,1310.08,1317.34,1323.85,1309.6,2909.4538199,3830967.165697452
13,01/09/2023,1317.34,1322.71,1327.79,1316.52,1810.7780343,2395003.095328372
12,01/09/2023,1322.71,1318.11,1324.23,1317.48,965.8673386,1275968.351075662
11,01/09/2023,1318.22,1319.77,1322.39,1315.77,1315.0781437,1734961.558935919
10,01/09/2023,1319.76,1319.49,1325.4,1316.6,1387.9277503,1835269.784326212
9,01/09/2023,1319.49,1326.02,1330,1316.5,1560.425873,2066414.707683535
8,01/09/2023,1326.02,1335.91,1341.99,1323.06,3367.3157061,4487013.027913829
7,01/09/2023,1335.91,1337.65,1344.51,1335.9,2281.453204,3057423.448611224
6,01/09/2023,1337.66,1341.44,1344.5,1336.48,1315.7895323,1763820.442722617
5,01/09/2023,1341.43,1335.04,1344.79,1331.59,1892.0503382,2531702.096737304
4,01/09/2023,1335.04,1330.15,1335.56,1330.15,1152.5541163,1536241.76993967
3,01/09/2023,1330.13,1321.68,1331.51,1316.79,3410.3066392,4511730.019603996
2,01/09/2023,1321.67,1318.62,1325,1316.61,1628.0663397,2149532.235983478
1,01/09/2023,1318.61,1320.97,1324.28,1317.55,1381.5192709,1825337.355707348
0,01/09/2023,1320.96,1320.44,1323.06,1315.05,991.1636871,1308060.800650936
23,01/10/2023,1320.43,1327.38,1327.39,1320.23,1044.9393968,1384168.958405073
22,01/10/2023,1327.39,1324.35,1329.3,1322.51,1319.6513,1749327.336943316
21,01/10/2023,1324.49,1321.22,1328.26,1317.1,1841.0335139,2437133.843917086
20,01/10/2023,1321.23,1325.05,1325.31,1319.37,603.1965334,797497.104976904
19,01/10/2023,1324.84,1327.98,1328.2,1322.82,897.6832156,1189817.722309074
18,01/10/2023,1327.98,1327.17,1328.58,1323.52,846.3443062,1122286.179965167
17,01/10/2023,1327.16,1324.98,1327.47,1322.61,583.7582349,773286.942958987
16,01/10/2023,1324.98,1323.32,1325.35,1322.42,379.7444118,502728.170254794
15,01/10/2023,1323.33,1328.35,1331.01,1321.6,2443.8158933,3242314.541954716
14,01/10/2023,1328.35,1329.84,1331.74,1326.92,686.2994411,912221.969620517
13,01/10/2023,1329.84,1333.65,1334.68,1328.73,1107.6594087,1475248.675619624
12,01/10/2023,1333.65,1329.33,1333.91,1328.56,1860.88754814,2477420.17344546
11,01/10/2023,1329.33,1325.65,1330.51,1324.93,777.327837,1032088.359969387
10,01/10/2023,1325.65,1328.25,1329.28,1323.02,870.8747455,1155556.016447754
9,01/10/2023,1328.26,1332.23,1337.11,1324.53,3103.7050843,4132778.891769082
8,01/10/2023,1332.13,1333.94,1340.44,1328.74,3198.9185189,4271937.782077729
7,01/10/2023,1333.93,1330.11,1334.5,1327.93,1010.293654,1345112.99280166
6,01/10/2023,1330.1,1331.86,1332.44,1328.94,424.4444201,564826.049217496
5,01/10/2023,1331.85,1341.01,1341.84,1331.56,1381.8293275,1847852.069661556
4,01/10/2023,1341.37,1339.1,1344.25,1338.39,1410.1802994,1890613.208059887
3,01/10/2023,1339.17,1342.22,1347.08,1335.65,3023.5550538,4057519.496722137
2,01/10/2023,1342.21,1338.82,1342.99,1338.82,1026.3574529,1375897.863810484
1,01/10/2023,1338.82,1334.66,1339.38,1333.91,741.6206607,991654.961779944
0,01/10/2023,1334.71,1335.83,1337.93,1333.72,1100.3745729,1469809.764335823
23,01/11/2023,1335.94,1337.82,1340.48,1334.29,1973.8177295,2639319.737717686
22,01/11/2023,1337.81,1338.24,1341.73,1335.09,1047.797817,1402822.726471134
21,01/11/2023,1338.23,1330.36,1338.5,1330.3,880.8823113,1174829.319553566
20,01/11/2023,1330.31,1331.06,1332.21,1327.39,813.40399051,1082171.2193837775
19,01/11/2023,1331.07,1330.61,1332.54,1329.18,593.078598,789230.71399032
18,01/11/2023,1330.62,1330.94,1334.26,1329.97,549.1976655,731843.362757265
17,01/11/2023,1330.93,1333.64,1334.02,1327.64,908.1290978,1209195.410605545
16,01/11/2023,1333.65,1335.67,1335.82,1332.79,511.7064909,682840.672622536
15,01/11/2023,1335.67,1334.67,1335.81,1331.26,546.4510722,728533.854000164
14,01/11/2023,1334.49,1335.04,1337.64,1334.32,664.3648907,887532.657130987
13,01/11/2023,1335.25,1336.06,1337.79,1334.33,501.7007609,670136.569989973
12,01/11/2023,1336.05,1336.25,1337.51,1333.88,687.3918899,918046.763060119
11,01/11/2023,1336.25,1332.29,1336.25,1331.71,951.5925497,1269001.285587116
10,01/11/2023,1332.29,1333.16,1335.54,1329.78,829.5305604,1105675.88879759
9,01/11/2023,1333.04,1332.64,1334.58,1329,820.8344091,1093130.579335384
8,01/11/2023,1332.64,1323.12,1334.93,1321.03,1386.8225908,1839505.815152998
7,01/11/2023,1322.98,1325.04,1327.79,1321.88,954.8332981,1265493.491567962
6,01/11/2023,1325.16,1327.67,1329.19,1324.48,757.0012624,1004966.753764983
5,01/11/2023,1327.68,1337.6,1344.84,1327.67,3286.90755038,4401080.695676621
4,01/11/2023,1337.6,1342.82,1344.71,1335.25,881.07781484,1181885.6718964246
3,01/11/2023,1342.93,1341.63,1345,1340.35,872.94638686,1171579.8436393898
2,01/11/2023,1341.62,1342.68,1344.93,1339.34,835.170116,1120894.361584023
1,01/11/2023,1342.67,1349.73,1359.68,1340.51,5071.8420448,6843583.178732379
0,01/11/2023,1349.41,1389.41,1397.56,1349.41,7185.90158157,9923742.215486605
23,01/12/2023,1389.59,1415.57,1419.56,1385.82,6757.5860786,9451589.925106895
22,01/12/2023,1415.52,1401.41,1416.54,1397.22,2666.06184457,3746585.4944533071
21,01/12/2023,1401.41,1399.27,1408.67,1397.03,2125.0080183,2981437.235633427
20,01/12/2023,1399.49,1400.91,1403.62,1398.86,1546.8863119,2168884.553021671
19,01/12/2023,1400.92,1403.48,1404.77,1400.36,927.9225722,1301316.564950619
18,01/12/2023,1403.48,1395.2,1405.2,1393.94,1431.9460239,2004741.905979956
17,01/12/2023,1395.1,1399.08,1401.71,1394.99,2189.5386932,3060517.1955362
16,01/12/2023,1399.08,1398.61,1402.68,1397.62,1243.91955,1741619.376893777
15,01/12/2023,1398.61,1400.42,1400.42,1394.9,1237.6036684,1729070.073031125
14,01/12/2023,1400.42,1400.06,1402.79,1399.4,871.633885,1220884.354073537
13,01/12/2023,1400.06,1399.76,1402.02,1396.9,969.8643622,1357156.351537025
12,01/12/2023,1399.76,1398.18,1399.79,1395.26,838.6720153,1172359.693641603
11,01/12/2023,1398.06,1399.68,1400.06,1392.16,2706.695921,3778745.65824904
10,01/12/2023,1399.69,1405.12,1409.27,1356.4,12900.46267452,17960843.3409141636
9,01/12/2023,1405.37,1381.06,1408.16,1372.8,7176.9638102,9949997.980579992
8,01/12/2023,1381,1385.78,1388.74,1379.75,2051.2218904,2841221.898990454
7,01/12/2023,1385.78,1386.87,1388.3,1382.94,1709.1455943,2368531.500654365
6,01/12/2023,1386.87,1428.64,1433.39,1384.75,8453.3329812,11954844.124433871
